ID	Tipo	SKU	Nombre	Publicado	¿Es destacado?	Visibilidad en catálogo	Descripción corta	Descripción	Fecha de inicio de oferta	Fecha de fin de oferta	Status de Impuesto	Clase de impuesto	¿En existencia?	Disponibilidad	¿Permitir sobre pedidos?	¿Vender individualmente?	Peso (kg)	Largo (cm)	Ancho (cm)	Alto (cm)	¿Permitir opiniones de los clientes?	Nota de compra	Precio de oferta:	Precio regular:	Categorías	Etiquetas	Clase de Envío	Imágenes	Límite de descarga	Caducidad en días de descarga	Padre	Productos agrupados.	Productos-complementarios (Up-Sells)	Ventas Cruzadas	URL externa	Texto del botón	Posición
67	simple		Bolirainbow Dash	1	0	visible					taxable		1		0	0					1				Películas y TV												
68	simple		Bolichamoy	1	0	visible					taxable		1		0	0					1				Películas y TV												
69	simple		Bolimerito morado	1	0	visible					taxable		1		0	0					1				Películas y TV												
70	simple		Bolimerito rosa	1	0	visible					taxable		1		0	0					1				Películas y TV												
71	simple		Boliazul	1	0	visible					taxable		1		0	0					1				Películas y TV												
72	simple		Bolichimuelo	1	0	visible					taxable		1		0	0					1				Películas y TV												
73	simple		Bolichase	1	0	visible					taxable		1		0	0					1				Películas y TV												
74	simple		Bolisky	1	0	visible					taxable		1		0	0					1				Películas y TV												
75	simple		Boliryder	1	0	visible					taxable		1		0	0					1				Películas y TV												
76	simple		Bolimarshall	1	0	visible					taxable		1		0	0					1				Películas y TV												
77	simple		Bolicat Boy	1	0	visible					taxable		1		0	0					1				Películas y TV												
78	simple		Boliuluette	1	0	visible					taxable		1		0	0					1				Películas y TV												
79	simple		Boligeko	1	0	visible					taxable		1		0	0					1				Películas y TV												
80	simple		Boliprincipito	1	0	visible					taxable		1		0	0					1				Películas y TV												
81	simple		Boligoku	1	0	visible					taxable		1		0	0					1				Películas y TV												
82	simple		Bolipokebola	1	0	visible					taxable		1		0	0					1				Películas y TV												
83	simple		Bolicharizard	1	0	visible					taxable		1		0	0					1				Películas y TV												
84	simple		Bolicharmander	1	0	visible					taxable		1		0	0					1				Películas y TV												
85	simple		Bolipikachu	1	0	visible					taxable		1		0	0					1				Películas y TV												
86	simple		Bolimoana	1	0	visible					taxable		1		0	0					1				Películas y TV												
87	simple		Bolicoco	1	0	visible					taxable		1		0	0					1				Películas y TV												
88	simple		Bolirafael	1	0	visible					taxable		1		0	0					1				Películas y TV												
89	simple		Bolionardo	1	0	visible					taxable		1		0	0					1				Películas y TV												
90	simple		Bolimiguel Ángel	1	0	visible					taxable		1		0	0					1				Películas y TV												
91	simple		Bolidonatello	1	0	visible					taxable		1		0	0					1				Películas y TV												
92	simple		Boliharry Potter	1	0	visible					taxable		1		0	0					1				Películas y TV												
93	simple		Boliminion	1	0	visible					taxable		1		0	0					1				Películas y TV												
94	simple		Boliagnes	1	0	visible					taxable		1		0	0					1				Películas y TV												
95	simple		Boliramón Feliz	1	0	visible					taxable		1		0	0					1				Películas y TV												
96	simple		Bolipoppy	1	0	visible					taxable		1		0	0					1				Películas y TV												
97	simple		Boliramón Gruñón	1	0	visible					taxable		1		0	0					1				Películas y TV												
98	simple		Bolisullivan	1	0	visible					taxable		1		0	0					1				Películas y TV												
99	simple		Boliboo	1	0	visible					taxable		1		0	0					1				Películas y TV												
100	simple		Bolimike 	1	0	visible					taxable		1		0	0					1				Películas y TV												
101	simple		Bolimia	1	0	visible					taxable		1		0	0					1				Películas y TV												
102	simple		Bolimabel	1	0	visible					taxable		1		0	0					1				Películas y TV												
103	simple		Bolistitch	1	0	visible					taxable		1		0	0					1				Películas y TV												
104	simple		Boli Mr Increíble	1	0	visible					taxable		1		0	0					1				Películas y TV												
105	simple		Boliclone	1	0	visible					taxable		1		0	0					1				Películas y TV												
106	simple		Bolidarth Vader	1	0	visible					taxable		1		0	0					1				Películas y TV												
107	simple		Boligatitosaurio	1	0	visible					taxable		1		0	0					1				Películas y TV												
108	simple		Bolimarciano	1	0	visible					taxable		1		0	0					1				Películas y TV												
109	simple		Bolilotso	1	0	visible					taxable		1		0	0					1				Películas y TV												
110	simple		Boliwoody	1	0	visible					taxable		1		0	0					1				Películas y TV												
111	simple		Bolijessy	1	0	visible					taxable		1		0	0					1				Películas y TV												
112	simple		Bolibuzz	1	0	visible					taxable		1		0	0					1				Películas y TV												
113	simple		Bolileón	1	0	visible					taxable		1		0	0					1				Animales												
114	simple		Bolipanda	1	0	visible					taxable		1		0	0					1				Animales												
115	simple		Bolipollo	1	0	visible					taxable		1		0	0					1				Animales												
116	simple		Boliconejo	1	0	visible					taxable		1		0	0					1				Animales												
117	simple		Bolielefante	1	0	visible					taxable		1		0	0					1				Animales												
118	simple		Boligolden Freddy	1	0	visible					taxable		1		0	0					1				Video Juegos												
119	simple		Bolizombie	1	0	visible					taxable		1		0	0					1				Video Juegos												
120	simple		Bolifreddy	1	0	visible					taxable		1		0	0					1				Video Juegos												
121	simple		Bolioso Maloso	1	0	visible					taxable		1		0	0					1				Video Juegos												
122	simple		Bolisonic Boom	1	0	visible					taxable		1		0	0					1				Video Juegos												
123	simple		Bolimario Bros	1	0	visible					taxable		1		0	0					1				Video Juegos												
124	simple		Boliluigi Bros	1	0	visible					taxable		1		0	0					1				Video Juegos												
125	simple		Bolimexicana	1	0	visible					taxable		1		0	0					1				Mexicanas												
126	simple		Bolimariachi guitarra	1	0	visible					taxable		1		0	0					1				Mexicanas												
127	simple		Bolimariachi	1	0	visible					taxable		1		0	0					1				Mexicanas												
128	simple		Bolifrida	1	0	visible					taxable		1		0	0					1				Mexicanas												
129	simple		Bolimaría	1	0	visible					taxable		1		0	0					1				Mexicanas												
130	simple		Bolidiablo	1	0	visible					taxable		1		0	0					1				Día de Muertos												
131	simple		Bolibrujita	1	0	visible					taxable		1		0	0					1				Día de Muertos												
132	simple		Bolijack Skeleton	1	0	visible					taxable		1		0	0					1				Día de Muertos												
133	simple		Bolijack Skeleton sonrisa	1	0	visible					taxable		1		0	0					1				Día de Muertos												
134	simple		Bolicalavera bigote	1	0	visible					taxable		1		0	0					1				Día de Muertos												
135	simple		Bolicalavera 	1	0	visible					taxable		1		0	0					1				Día de Muertos												
136	simple		Bolivampiro	1	0	visible					taxable		1		0	0					1				Día de Muertos												
137	simple		Bolijengibre	1	0	visible					taxable		1		0	0					1				Navidad												
138	simple		Bolijengibre gorro	1	0	visible					taxable		1		0	0					1				Navidad												
139	simple		Bolisanta Claus	1	0	visible					taxable		1		0	0					1				Navidad												
140	simple		Bolipingüino	1	0	visible					taxable		1		0	0					1				Navidad												
141	simple		Bolireno	1	0	visible					taxable		1		0	0					1				Navidad												
142	simple		Bolioso Polar	1	0	visible					taxable		1		0	0					1				Navidad												
143	simple		Bolimickey Navidad	1	0	visible					taxable		1		0	0					1				Navidad												
144	simple		Boliangelita	1	0	visible					taxable		1		0	0					1				Bautizo/Primera Comunión												
145	simple		Boliangelito	1	0	visible					taxable		1		0	0					1				Bautizo/Primera Comunión												
146	simple		Boliangelito azul	1	0	visible					taxable		1		0	0					1				Bautizo/Primera Comunión												
147	simple		Bolidino	1	0	visible					taxable		1		0	0					1				Otros												
148	simple		Boliplayer América	1	0	visible					taxable		1		0	0					1				Otros												
149	simple		Boliplayer Chivas	1	0	visible					taxable		1		0	0					1				Otros												
150	simple		Bolipayaso	1	0	visible					taxable		1		0	0					1				Otros												
151	simple		Bolipirata	1	0	visible					taxable		1		0	0					1				Otros												
